POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Sebastian Vettel,Red Bull Racing Renault,60,1:41:14.711,25
2,7,Kimi Räikkönen,Lotus Renault,60,+1.008s,18
3,8,Romain Grosjean,Lotus Renault,60,+5.830s,15
4,3,Fernando Alonso,Ferrari,60,+7.721s,12
5,10,Lewis Hamilton,Mercedes,60,+26.927s,10
6,5,Jenson Button,McLaren Mercedes,60,+27.996s,8
7,2,Mark Webber,Red Bull Racing Renault,60,+37.562s,6
8,6,Sergio Perez,McLaren Mercedes,60,+38.306s,4
9,9,Nico Rosberg,Mercedes,60,+46.821s,2
10,11,Nico Hulkenberg,Sauber Ferrari,60,+49.892s,1
11,14,Paul di Resta,Force India Mercedes,60,+53.771s,0
12,19,Daniel Ricciardo,STR Ferrari,60,+56.975s,0
13,15,Adrian Sutil,Force India Mercedes,60,+57.738s,0
14,12,Esteban Gutierrez,Sauber Ferrari,60,+60.160s,0
15,16,Pastor Maldonado,Williams Renault,60,+61.929s,0
16,17,Valtteri Bottas,Williams Renault,59,+1 lap,0
17,20,Charles Pic,Caterham Renault,59,+1 lap,0
18,21,Giedo van der Garde,Caterham Renault,59,+1 lap,0
19,23,Max Chilton,Marussia Cosworth,59,+1 lap,0
NC,18,Jean-Eric Vergne,STR Ferrari,22,DNF,0
NC,22,Jules Bianchi,Marussia Cosworth,21,DNF,0
NC,4,Felipe Massa,Ferrari,3,DNF,0
