POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,9,Nico Rosberg,Mercedes,78,2:17:52.056,25
2,1,Sebastian Vettel,Red Bull Racing Renault,78,+3.888s,18
3,2,Mark Webber,Red Bull Racing Renault,78,+6.314s,15
4,10,Lewis Hamilton,Mercedes,78,+13.894s,12
5,15,Adrian Sutil,Force India Mercedes,78,+21.477s,10
6,5,Jenson Button,McLaren Mercedes,78,+23.103s,8
7,3,Fernando Alonso,Ferrari,78,+26.734s,6
8,18,Jean-Eric Vergne,STR Ferrari,78,+27.223s,4
9,14,Paul di Resta,Force India Mercedes,78,+27.608s,2
10,7,Kimi Räikkönen,Lotus Renault,78,+36.582s,1
11,11,Nico Hulkenberg,Sauber Ferrari,78,+42.572s,0
12,17,Valtteri Bottas,Williams Renault,78,+42.691s,0
13,12,Esteban Gutierrez,Sauber Ferrari,78,+43.212s,0
14,23,Max Chilton,Marussia Cosworth,78,+49.885s,0
15,21,Giedo van der Garde,Caterham Renault,78,+62.590s,0
16,6,Sergio Perez,McLaren Mercedes,72,DNF,0
NC,8,Romain Grosjean,Lotus Renault,63,DNF,0
NC,19,Daniel Ricciardo,STR Ferrari,61,DNF,0
NC,22,Jules Bianchi,Marussia Cosworth,58,DNF,0
NC,16,Pastor Maldonado,Williams Renault,44,DNF,0
NC,4,Felipe Massa,Ferrari,28,DNF,0
NC,20,Charles Pic,Caterham Renault,7,DNF,0
