POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,7,Kimi Räikkönen,Lotus Renault,58,1:30:03.225,25
2,3,Fernando Alonso,Ferrari,58,+12.451s,18
3,1,Sebastian Vettel,Red Bull Racing Renault,58,+22.346s,15
4,4,Felipe Massa,Ferrari,58,+33.577s,12
5,10,Lewis Hamilton,Mercedes,58,+45.561s,10
6,2,Mark Webber,Red Bull Racing Renault,58,+46.800s,8
7,15,Adrian Sutil,Force India Mercedes,58,+65.068s,6
8,14,Paul di Resta,Force India Mercedes,58,+68.449s,4
9,5,Jenson Button,McLaren Mercedes,58,+81.630s,2
10,8,Romain Grosjean,Lotus Renault,58,+82.759s,1
11,6,Sergio Perez,McLaren Mercedes,58,+83.367s,0
12,18,Jean-Eric Vergne,STR Ferrari,58,+83.857s,0
13,12,Esteban Gutierrez,Sauber Ferrari,57,+1 lap,0
14,17,Valtteri Bottas,Williams Renault,57,+1 lap,0
15,22,Jules Bianchi,Marussia Cosworth,57,+1 lap,0
16,20,Charles Pic,Caterham Renault,56,+2 laps,0
17,23,Max Chilton,Marussia Cosworth,56,+2 laps,0
18,21,Giedo van der Garde,Caterham Renault,56,+2 laps,0
NC,19,Daniel Ricciardo,STR Ferrari,39,DNF,0
NC,9,Nico Rosberg,Mercedes,26,DNF,0
NC,16,Pastor Maldonado,Williams Renault,24,DNF,0
NC,11,Nico Hulkenberg,Sauber Ferrari,,DNS,0
