POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Fernando Alonso,Ferrari,56,1:36:26.945,25
2,7,Kimi Räikkönen,Lotus Renault,56,+10.168s,18
3,10,Lewis Hamilton,Mercedes,56,+12.322s,15
4,1,Sebastian Vettel,Red Bull Racing Renault,56,+12.525s,12
5,5,Jenson Button,McLaren Mercedes,56,+35.285s,10
6,4,Felipe Massa,Ferrari,56,+40.827s,8
7,19,Daniel Ricciardo,STR Ferrari,56,+42.691s,6
8,14,Paul di Resta,Force India Mercedes,56,+51.084s,4
9,8,Romain Grosjean,Lotus Renault,56,+53.423s,2
10,11,Nico Hulkenberg,Sauber Ferrari,56,+56.598s,1
11,6,Sergio Perez,McLaren Mercedes,56,+63.860s,0
12,18,Jean-Eric Vergne,STR Ferrari,56,+72.604s,0
13,17,Valtteri Bottas,Williams Renault,56,+93.861s,0
14,16,Pastor Maldonado,Williams Renault,56,+95.453s,0
15,22,Jules Bianchi,Marussia Cosworth,55,+1 lap,0
16,20,Charles Pic,Caterham Renault,55,+1 lap,0
17,23,Max Chilton,Marussia Cosworth,55,+1 lap,0
18,21,Giedo van der Garde,Caterham Renault,55,+1 lap,0
NC,9,Nico Rosberg,Mercedes,21,DNF,0
NC,2,Mark Webber,Red Bull Racing Renault,15,DNF,0
NC,15,Adrian Sutil,Force India Mercedes,5,DNF,0
NC,12,Esteban Gutierrez,Sauber Ferrari,4,DNF,0
