POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Michael Schumacher,Ferrari,67,1:27:51.693,10
2,6,Felipe Massa,Ferrari,67,+0.720s,8
3,3,Kimi Räikkönen,McLaren Mercedes,67,+13.206s,6
4,12,Jenson Button,Honda,67,+18.898s,5
5,1,Fernando Alonso,Renault,67,+23.707s,4
6,2,Giancarlo Fisichella,Renault,67,+24.814s,3
7,8,Jarno Trulli,Toyota,67,+26.544s,2
8,15,Christian Klien,RBR Ferrari,67,+48.131s,1
9,7,Ralf Schumacher,Toyota,67,+60.351s,0
10,20,Vitantonio Liuzzi,STR Cosworth,66,+1 lap,0
11,14,David Coulthard,RBR Ferrari,66,+1 lap,0
12,21,Scott Speed,STR Cosworth,66,+1 lap,0
NC,9,Mark Webber,Williams Cosworth,59,+1 lap,0
NC,22,Takuma Sato,Super Aguri Honda,38,+2 laps,0
NC,17,Jacques Villeneuve,Sauber BMW,30,DNF,0
NC,11,Rubens Barrichello,Honda,18,DNF,0
NC,16,Nick Heidfeld,Sauber BMW,9,DNF,0
NC,4,Pedro de la Rosa,McLaren Mercedes,2,DNF,0
NC,23,Sakon Yamamoto,Super Aguri Honda,1,DNF,0
NC,10,Nico Rosberg,Williams Cosworth,0,DNF,0
