POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Michael Schumacher,Ferrari,73,1:34:35.199,10
2,6,Felipe Massa,Ferrari,73,+7.984s,8
3,2,Giancarlo Fisichella,Renault,73,+16.595s,6
4,8,Jarno Trulli,Toyota,73,+23.604s,5
5,1,Fernando Alonso,Renault,73,+28.410s,4
6,11,Rubens Barrichello,Honda,73,+36.516s,3
7,14,David Coulthard,RBR Ferrari,72,+1 lap,2
8,20,Vitantonio Liuzzi,STR Cosworth,72,+1 lap,1
9,10,Nico Rosberg,Williams Cosworth,72,+1 lap,0
NC,7,Ralf Schumacher,Toyota,62,DNF,0
NC,19,Christijan Albers,MF1 Toyota,37,DNF,0
NC,17,Jacques Villeneuve,Sauber BMW,23,DNF,0
NC,18,Tiago Monteiro,MF1 Toyota,9,DNF,0
NC,22,Takuma Sato,Super Aguri Honda,6,DNF,0
NC,12,Jenson Button,Honda,3,DNF,0
NC,3,Kimi Räikkönen,McLaren Mercedes,0,DNF,0
NC,16,Nick Heidfeld,Sauber BMW,0,DNF,0
NC,4,Juan Pablo Montoya,McLaren Mercedes,0,DNF,0
NC,9,Mark Webber,Williams Cosworth,0,DNF,0
NC,21,Scott Speed,STR Cosworth,0,DNF,0
NC,15,Christian Klien,RBR Ferrari,0,DNF,0
NC,23,Franck Montagny,Super Aguri Honda,0,DNF,0
