POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Fernando Alonso,Renault,57,1:29:46.205,10
2,5,Michael Schumacher,Ferrari,57,+1.246s,8
3,3,Kimi Räikkönen,McLaren Mercedes,57,+19.360s,6
4,12,Jenson Button,Honda,57,+19.992s,5
5,4,Juan Pablo Montoya,McLaren Mercedes,57,+37.048s,4
6,9,Mark Webber,Williams Cosworth,57,+41.932s,3
7,10,Nico Rosberg,Williams Cosworth,57,+63.043s,2
8,15,Christian Klien,RBR Ferrari,57,+66.771s,1
9,6,Felipe Massa,Ferrari,57,+69.907s,0
10,14,David Coulthard,RBR Ferrari,57,+75.541s,0
11,20,Vitantonio Liuzzi,STR Cosworth,57,+85.997s,0
12,16,Nick Heidfeld,Sauber BMW,56,+1 lap,0
13,21,Scott Speed,STR Cosworth,56,+1 lap,0
14,7,Ralf Schumacher,Toyota,56,+1 lap,0
15,11,Rubens Barrichello,Honda,56,+1 lap,0
16,8,Jarno Trulli,Toyota,56,+1 lap,0
17,18,Tiago Monteiro,MF1 Toyota,55,+2 laps,0
18,22,Takuma Sato,Super Aguri Honda,53,+4 laps,0
NC,23,Yuji Ide,Super Aguri Honda,35,DNF,0
NC,17,Jacques Villeneuve,Sauber BMW,29,DNF,0
NC,2,Giancarlo Fisichella,Renault,21,DNF,0
NC,19,Christijan Albers,MF1 Toyota,0,DNF,0
