POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Fernando Alonso,Renault,60,1:25:51.927,10
2,5,Michael Schumacher,Ferrari,60,+13.951s,8
3,3,Kimi Räikkönen,McLaren Mercedes,60,+18.672s,6
4,2,Giancarlo Fisichella,Renault,60,+19.976s,5
5,6,Felipe Massa,Ferrari,60,+31.559s,4
6,4,Juan Pablo Montoya,McLaren Mercedes,60,+64.769s,3
7,16,Nick Heidfeld,Sauber BMW,60,+71.594s,2
8,17,Jacques Villeneuve,Sauber BMW,60,+78.299s,1
9,10,Nico Rosberg,Williams Cosworth,60,+79.008s,0
10,11,Rubens Barrichello,Honda,59,+1 lap,0
11,8,Jarno Trulli,Toyota,59,+1 lap,0
12,14,David Coulthard,RBR Ferrari,59,+1 lap,0
13,20,Vitantonio Liuzzi,STR Cosworth,59,+1 lap,0
14,15,Christian Klien,RBR Ferrari,59,+1 lap,0
15,19,Christijan Albers,MF1 Toyota,59,+1 lap,0
16,18,Tiago Monteiro,MF1 Toyota,58,+2 laps,0
17,22,Takuma Sato,Super Aguri Honda,57,+3 laps,0
18,23,Franck Montagny,Super Aguri Honda,57,+3 laps,0
NC,12,Jenson Button,Honda,8,DNF,0
NC,21,Scott Speed,STR Cosworth,1,DNF,0
NC,7,Ralf Schumacher,Toyota,0,DNF,0
NC,9,Mark Webber,Williams Cosworth,0,DNF,0
