POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,0,Damon Hill,Williams Renault,65,1:36:14.374,10
2,5,Michael Schumacher,Benetton Ford,65,+24.166s,6
3,4,Mark Blundell,Tyrrell Yamaha,65,+86.969s,4
4,27,Jean Alesi,Ferrari,64,+1 lap,3
5,23,Pierluigi Martini,Minardi Ford,64,+1 lap,2
6,15,Eddie Irvine,Jordan Hart,64,+1 lap,1
7,26,Olivier Panis,Ligier Renault,63,+2 laps,0
8,25,Eric Bernard,Ligier Renault,62,+3 laps,0
9,11,Alessandro Zanardi,Lotus Mugen Honda,62,+3 laps,0
10,31,David Brabham,Simtek Ford,61,+4 laps,0
11,8,Martin Brundle,McLaren Peugeot,59,DNF,0
NC,6,Jyrki Jarvilehto,Benetton Ford,53,DNF,0
NC,7,Mika Hakkinen,McLaren Peugeot,48,DNF,0
NC,12,Johnny Herbert,Lotus Mugen Honda,41,DNF,0
NC,14,Rubens Barrichello,Jordan Hart,39,DNF,0
NC,9,Christian Fittipaldi,Footwork Ford,35,DNF,0
NC,2,David Coulthard,Williams Renault,32,DNF,0
NC,34,Bertrand Gachot,Pacific Ilmor,32,DNF,0
NC,28,Gerhard Berger,Ferrari,27,DNF,0
NC,10,Gianni Morbidelli,Footwork Ford,24,DNF,0
NC,30,Heinz-Harald Frentzen,Sauber Mercedes,21,DNF,0
NC,20,Erik Comas,Larrousse Ford,19,DNF,0
NC,3,Ukyo Katayama,Tyrrell Yamaha,16,DNF,0
NC,24,Michele Alboreto,Minardi Ford,4,DNF,0
NC,33,Paul Belmondo,Pacific Ilmor,2,DNF,0
NC,19,Olivier Beretta,Larrousse Ford,0,DNF,0
