POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,Nigel Mansell,Williams Renault,81,1:47:51.480,10
2,28,Gerhard Berger,Ferrari,81,+2.511s,6
3,8,Martin Brundle,McLaren Peugeot,81,+52.487s,4
4,14,Rubens Barrichello,Jordan Hart,81,+70.530s,3
5,26,Olivier Panis,Ligier Renault,80,+1 lap,2
6,27,Jean Alesi,Ferrari,80,+1 lap,1
7,30,Heinz-Harald Frentzen,Sauber Mercedes,80,+1 lap,0
8,9,Christian Fittipaldi,Footwork Ford,80,+1 lap,0
9,23,Pierluigi Martini,Minardi Ford,79,+2 laps,0
10,29,Jyrki Jarvilehto,Sauber Mercedes,79,+2 laps,0
11,25,Franck Lagorce,Ligier Renault,79,+2 laps,0
12,7,Mika Hakkinen,McLaren Peugeot,76,DNF,0
NC,24,Michele Alboreto,Minardi Ford,69,DNF,0
NC,4,Mark Blundell,Tyrrell Yamaha,66,DNF,0
NC,20,Jean-Denis Deletraz,Larrousse Ford,56,DNF,0
NC,11,Mika Salo,Lotus Mugen Honda,49,DNF,0
NC,31,David Brabham,Simtek Ford,49,DNF,0
NC,12,Alessandro Zanardi,Lotus Mugen Honda,40,DNF,0
NC,5,Michael Schumacher,Benetton Ford,35,DNF,0
NC,0,Damon Hill,Williams Renault,35,DNF,0
NC,32,Domenico Schiattarella,Simtek Ford,21,DNF,0
NC,3,Ukyo Katayama,Tyrrell Yamaha,19,DNF,0
NC,19,Hideki Noda,Larrousse Ford,18,DNF,0
NC,10,Gianni Morbidelli,Footwork Ford,17,DNF,0
NC,15,Eddie Irvine,Jordan Hart,15,DNF,0
NC,6,Johnny Herbert,Benetton Ford,13,DNF,0
