POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Michael Schumacher,Benetton Ford,69,1:44:31.887,10
2,0,Damon Hill,Williams Renault,69,+39.660s,6
3,27,Jean Alesi,Ferrari,69,+73.388s,4
4,28,Gerhard Berger,Ferrari,69,+75.609s,3
5,2,David Coulthard,Williams Renault,68,+1 lap,2
6,6,Jyrki Jarvilehto,Benetton Ford,68,+1 lap,1
7,14,Rubens Barrichello,Jordan Hart,68,+1 lap,0
8,12,Johnny Herbert,Lotus Mugen Honda,68,+1 lap,0
9,23,Pierluigi Martini,Minardi Ford,68,+1 lap,0
10,4,Mark Blundell,Tyrrell Yamaha,67,DNF,0
11,24,Michele Alboreto,Minardi Ford,67,+2 laps,0
12,26,Olivier Panis,Ligier Renault,67,+2 laps,0
13,25,Eric Bernard,Ligier Renault,66,+3 laps,0
14,31,David Brabham,Simtek Ford,65,+4 laps,0
15,11,Alessandro Zanardi,Lotus Mugen Honda,62,DNF,0
NC,7,Mika Hakkinen,McLaren Peugeot,61,DNF,0
NC,19,Olivier Beretta,Larrousse Ford,57,DNF,0
NC,10,Gianni Morbidelli,Footwork Ford,50,DNF,0
NC,34,Bertrand Gachot,Pacific Ilmor,47,DNF,0
NC,20,Erik Comas,Larrousse Ford,45,DNF,0
NC,3,Ukyo Katayama,Tyrrell Yamaha,44,DNF,0
NC,15,Eddie Irvine,Jordan Hart,40,DNF,0
NC,29,Andrea de Cesaris,Sauber Mercedes,24,DNF,0
NC,30,Heinz-Harald Frentzen,Sauber Mercedes,5,DNF,0
NC,8,Martin Brundle,McLaren Peugeot,3,DNF,0
